"","CensusTract","CaliforniaCounty","ZIP","Longitude","Latitude","ApproxLocation","CES4.0Score","CES4.0Percentile","CES4.0PercRange","Ozone","OzonePctl","PM2.5","PM2.5.Pctl","DieselPM","DieselPMPctl","DrinkingWater","DrinkingWaterPctl","Lead","LeadPctl","Pesticides","PesticidesPctl","ToxRelease","ToxReleasePctl","Traffic","TrafficPctl","CleanupSites","CleanupSitesPctl","GroundwaterThreats","GroundwaterThreatsPctl","HazWaste","HazWastePctl","ImpWaterBodies","ImpWaterBodiesPctl","SolidWaste","SolidWastePctl","PollutionBurden","PollutionBurdenScore","PollutionBurdenPctl","Asthma","AsthmaPctl","LowBirthWeight","LowBirthWeightPctl","CardiovascularDisease","CardiovascularDiseasePctl","TotalPop","ChildrenPercLess10","PopPerc10to64","ElderlyMore64","HispanicPerc","WhitePerc","AfAmericanPerc","NativeAmericanPerc","AsianAmericanPerc","OtherMultiplePerc","PopChar","PopCharScore","PopCharPctl","Education","EducationPctl","LinguisticIsol","LinguisticIsolPctl","Poverty","PovertyPctl","Unemployment","UnemploymentPctl","HousingBurden","HousingBurdenPctl"
"4683",6065042728,"Riverside ",92585,-117.1724338,33.7304367,"Menifee",15.72,27.17,"25-30%",0.064,91.05,10.00613436,49.25,0.085,31.79,237.48,10.2,23.44,16.07,0.12,27.21,95.53493247,23.09,1300.758746,72.29,0,0,3,22.12,0.135,23.72,0,0,2,52.9,33.33,4.07,25.04,40.53,42.31,3.06,9.85,16.71,74.89,2229,13.64,70.44,15.93,49.17,43.07,2.06,1.12,1.75,2.83,37.24,3.86,30.89,16.6,58.92,1.1,7.38,28.1,50.68,4,30.88,9.7,12.79
"4684",6065042729,"Riverside ",92584,-117.1657865,33.7037298,"Menifee",20.16,37.88,"35-40%",0.064,91.05,9.921095856,48.34,0.103,38.28,237.48,10.2,10.84,4.28,0,0,68.60850017,20.41,1220.803829,69.45,0,0,7,37.61,0.45,65.92,0,0,1.2,37.57,32.91,4.02,23.9,37.35,37.01,3.88,23.92,15.11,66.94,9987,10.48,58.64,30.88,29.18,47.71,9.89,0.28,7.86,5.08,48.36,5.02,47.93,11.4,46.51,2.4,18.91,39.5,68.48,6.4,61.53,23.3,75.11
"4685",6065042730,"Riverside ",92585,-117.1666928,33.7592819,"Romoland",29.35,57.54,"55-60%",0.066,95.27,10.23715755,50.68,0.119,43.17,237.48,10.2,38.63,35.12,7.47,57.83,118.2621002,25.31,1689.324583,81.8,0,0,0,0,0.2,35.62,0,0,1,35.72,38.04,4.64,37.51,38.64,39.08,4.47,37.88,16.31,72.92,5684,8.55,80.47,10.98,76.5,21.25,0.19,0,1.44,0.62,60.92,6.32,66.84,36.1,86.36,6.2,44.36,55.6,87.76,7,67.48,22.8,73.41
"4686",6065042731,"Riverside ",92585,-117.2214271,33.7377126,"Menifee",27.93,54.83,"50-55%",0.064,91.05,10.33897955,51.38,0.059,21.54,577.8,67.43,27.79,21.2,36.26,70.17,107.1172994,24.19,1359.783997,74.09,0,0,0,0,0.3,50.14,1,12.45,0.5,22.08,40.73,4.97,45.02,45.01,48.75,5.04,53.46,17.47,78.17,8161,12.5,75.46,12.05,60.14,28.44,6.92,0,2.63,1.86,54.14,5.62,56.32,29.2,79.27,2.1,16.36,26.2,46.82,7.7,73.41,12.3,24.94
"4687",6065042732,"Riverside ",92587,-117.2255846,33.692413,"Menifee",11.78,17.28,"15-20%",0.062,88.7,10.11746774,49.99,0.096,35.76,237.48,10.2,20.76,13.01,0,0,83.82686743,21.94,675.6545726,34.18,0,0,0,0,0.4,61.58,1,12.45,0,0,26.08,3.18,10.33,31.39,27.48,4.71,44.21,12.21,47.62,6571,17.84,74.51,7.65,51.99,35.09,6,0.14,4.38,2.4,35.66,3.7,28.27,10.1,42.29,3.6,28.8,16.3,25.25,5.5,51.26,9,10.18
"4688",6065042733,"Riverside ",92584,-117.2267409,33.6652208,"Lake Elsinore",17.51,31.59,"30-35%",0.061,84.58,9.830833844,47.42,0.057,20.6,636.13,71.2,28.89,22.66,0,10.14,51.02449927,18.18,479.3373329,19.34,0,0,0,0,0.4,61.58,1,12.45,0,0,29.44,3.6,16.4,42.74,45.83,3.92,24.76,22.19,93.66,11856,23.04,67.97,8.99,32.86,44.24,9.67,0.09,8.34,4.8,46.96,4.87,45.71,7.2,30.87,1.6,12.28,23.6,41.91,6.3,60.57,17.2,50.27
"4689",6065042737,"Riverside ",92596,-117.0778761,33.6665082,"Unincorporated Riverside County area",16.85,30.11,"30-35%",0.061,84.58,9.075274803,38.84,0.015,5.48,237.48,10.2,20.67,12.88,618.59,86.45,44.05173367,17.23,499.5408143,20.91,0,0,10,47.43,0.035,4.94,6,58.69,0,0,30.45,3.72,18.86,37.38,37.08,5.09,54.85,15.97,71.4,2766,14.86,75.67,9.47,30.19,45.91,10.48,1.41,9.51,2.49,43.69,4.53,40.7,12.6,49.77,1.5,11.27,15.1,22.22,5.3,48.26,14,33.21
"4690",6065042738,"Riverside ",92584,-117.1474008,33.6786757,"Menifee",23.1,44.78,"40-45%",0.062,88.7,9.889628918,48.05,0.296,76.03,237.48,10.2,18.57,10.9,50.44,72.24,40.8153343,16.73,1544.910446,78.91,0,0,0,0,0.4,61.58,0,0,0,0,37.59,4.59,36.07,44.23,47.92,4.42,36.41,17.74,79.62,8614,17.27,76.21,6.51,33.33,47.13,6.7,0.49,9.65,2.7,48.53,5.03,48.1,8.4,35.88,1.5,11.27,24,42.61,8.6,78.97,15.9,43.28
"4691",6065042739,"Riverside ",92584,-117.1551086,33.6550902,"Menifee",16.75,29.79,"25-30%",0.061,84.58,9.679285039,46.11,0.064,23.53,237.48,10.2,15.1,7.6,60.75,73.48,37.2210013,16.03,2946.022417,95.61,0,0,0,0,0.01,1.8,0,0,0,0,29.88,3.65,17.3,44.23,47.92,4.6,41.15,17.74,79.62,7631,15.79,75.13,9.08,31.94,43.56,8.19,0.21,10.26,5.84,44.24,4.59,41.49,11.5,46.81,2.3,18.11,14.9,21.72,7.6,72.53,5.7,2.13
"4692",6065042740,"Riverside ",92586,-117.1977569,33.7251015,"Menifee",20.54,38.89,"35-40%",0.064,91.05,10.34977406,51.44,0.173,57.01,237.48,10.2,7.76,2.42,0.42,36.38,92.54066593,22.79,1809.460793,84.04,0,0,0,0,0.03,4.12,0,0,0,0,29.89,3.65,17.31,45.69,49.95,NA,NA,16.75,75.02,1858,0,31.97,68.03,4.79,78.96,8.29,0,4.09,3.88,54.27,5.63,56.54,5.9,25.5,0,0,39.6,68.63,15.2,96.97,15.1,39.2
"4693",6065042741,"Riverside ",92586,-117.1983059,33.7161589,"Menifee",29.9,58.47,"55-60%",0.064,91.05,10.25693502,50.79,0.207,63.48,237.48,10.2,21.83,14.39,0,0,88.76863227,22.39,1296.231351,72.16,0,0,0,0,0.3,50.14,0,0,0,0,30.38,3.71,18.67,68.06,77.22,NA,NA,24.33,97.11,2087,0.38,31,68.62,13.7,77.53,3.07,0.34,3.83,1.53,77.71,8.06,89.86,15.8,57.24,5.7,41.44,44.3,75.11,10,86.19,25.4,81.32
"4694",6065042742,"Riverside ",92584,-117.1883088,33.6777927,"Menifee",14.51,24.36,"20-25%",0.062,88.7,9.908386148,48.2,0.17,56.2,237.48,10.2,17.11,9.35,0.07,22.72,41.1385002,16.83,899.1809687,51.48,0,0,0,0,0.45,65.92,0,0,0,0,29.7,3.63,16.81,34.87,33.16,5.06,54.12,13.56,57.69,4846,16.36,73.88,9.76,41.09,50.47,3.47,0.04,2.58,2.35,38.57,4,33.21,9.7,40.81,1.2,8.49,11.2,12.84,7.7,73.41,8.5,8.5
"4695",6065042743,"Riverside ",92584,-117.1885988,33.6560933,"Menifee",16.36,28.68,"25-30%",0.061,84.58,9.699117278,46.27,0.101,37.72,237.48,10.2,22,14.59,7.87,58.31,34.6308333,15.48,1236.126272,70.08,0,0,0,0,0.15,26.67,0,0,0,0,29.88,3.65,17.29,44.23,47.92,4.04,27.6,17.74,79.62,3528,16.21,73.3,10.49,26.9,59.13,4.02,0,6.74,3.2,43.23,4.48,39.98,9.6,40.46,1.4,10.45,15.2,22.47,6.7,64.51,14.5,35.82
"4696",6065042744,"Riverside ",92567,-117.081948,33.8262813,"Unincorporated Riverside County area",30.47,59.57,"55-60%",0.069,97.6,9.680314494,46.12,0.029,10.4,464.3,55.79,36.05,31.9,413.56,84.79,165.4573364,31.05,731.6500701,38.83,0,0,60.5,92.56,0,0,0,0,4.5,72.39,44.04,5.38,54.15,37.13,36.65,4.17,30.59,18.56,82.85,4573,14.26,75.11,10.63,62.37,35.38,0,0.13,0.02,2.1,54.63,5.67,57.07,24.2,71.75,NA,NA,37.3,65.08,5.8,55.02,16.2,45.03
"4697",6065042745,"Riverside ",92567,-117.0632869,33.778279,"Unincorporated Riverside County area",22.35,42.9,"40-45%",0.066,95.27,9.414683025,43.43,0.01,3.78,237.48,10.2,26.32,19.46,14.47,62.97,103.8422648,23.82,1270.576822,71.36,7,50.32,7,37.61,0,0,0,0,2.2,54.85,37.04,4.52,34.37,42.84,45.86,4.25,32.47,14.5,63.46,5413,9.09,59.02,31.89,38.09,51.21,5.01,0,3.81,1.88,47.63,4.94,46.7,9.8,41.23,1.7,13.3,26.8,48.2,9.8,85.49,17.5,51.77
"4698",6065042800,"Riverside ",92570,-117.2305725,33.7831506,"Perris",57.89,94.47,"90-95%",0.066,95.27,10.76891303,53.42,0.377,83.3,285.84,19.51,73.26,82.79,36.47,70.28,160.1687673,30.51,1435.731769,76.48,9,58.17,22,71.09,0.16,28.3,0,0,11.5,93.24,59.35,7.25,89.98,54.1,61.65,5.17,56.88,19.86,87.05,9515,16.91,77.75,5.34,86.35,8.39,3.03,0.38,1.1,0.76,77.01,7.99,89.13,44.1,92.94,14.8,76.9,62.9,93.61,10.5,88.08,23.6,75.98
"4699",6065042901,"Riverside ",92570,-117.2517249,33.7488769,"Perris",44.87,81.85,"80-85%",0.065,93.85,10.53082634,52.48,0.057,20.65,643.12,71.61,40.69,38.11,0.4,35.93,128.6378021,26.73,438.3651353,16.59,18.9,80.53,3.75,25.09,2.21,93.45,1,12.45,11,92.81,49.95,6.1,70.26,56.63,64.87,4.46,37.58,20.75,89.49,7591,15.23,74.11,10.66,80.89,14.17,3.77,0.11,0.75,0.32,70.92,7.36,81.28,36.1,86.36,15,77.43,51.2,83.24,8,75.38,21,66.86
"4700",6065042902,"Riverside ",92570,-117.3068214,33.7493426,"Unincorporated Riverside County area",38.46,72.89,"70-75%",0.062,88.82,10.65026811,53.02,0.034,12.3,609.02,68.98,53.49,56.5,12.13,61.83,168.8998973,31.38,213.4616906,4.6,16,76.73,0,0,0.1,16.64,0,0,2,52.9,41.2,5.03,46.33,55.54,63.41,5.91,73.33,20.53,89.08,5095,14.74,73.44,11.82,73.66,22.75,0.98,0.51,1.98,0.12,73.69,7.64,84.92,36.1,86.36,14.2,75.19,49.4,81.07,12,92.19,12.5,25.73
"4701",6065042903,"Riverside ",92570,-117.3133054,33.8027798,"Unincorporated Riverside County area",29.42,57.63,"55-60%",0.065,93.85,11.02077993,55.06,0.004,1.66,604.66,68.8,52.4,54.9,1.21,44.07,274.5483348,40.12,240.9501544,5.59,0,0,2,14.31,0,0,0,0,4,70.42,35.99,4.39,31.79,53.54,60.79,3.93,24.99,19.34,85.43,6126,14.48,76.58,8.95,81.41,14.79,1.67,0.23,1.89,0.02,64.54,6.7,72.3,44,92.88,15,77.43,42.5,72.74,11.4,90.86,12.6,26.17
"4702",6065042904,"Riverside ",92570,-117.2666634,33.8163878,"Mead Valley",43.77,80.51,"80-85%",0.066,95.27,11.02098935,55.07,0.039,13.9,237.48,10.2,52.12,54.57,3.87,52.52,336.208669,43.85,2249.971582,90.2,9.9,60.38,2,14.31,0.525,70.93,0,0,0,0,44.34,5.41,55,57.66,66.45,4.89,49.28,21.12,90.95,10637,15.73,74.54,9.73,80.02,7.38,8.85,0,3.15,0.6,77.93,8.08,90.2,44.5,93.23,18.5,84.29,51.9,84.12,12.4,93.09,25,80.14
"4703",6065043001,"Riverside ",92530,-117.3166621,33.6483829,"Lake Elsinore",39.86,74.76,"70-75%",0.059,79.99,10.26333487,50.85,0.138,48.05,330.35,31.68,61.8,68.23,0,0,104.0485687,23.86,1131.906632,65.71,1,17.08,7,37.61,0.705,78.52,5,51.22,0.5,22.08,44.46,5.43,55.23,56.08,64.1,4.96,51.31,26.06,98.28,7090,21.72,69.31,8.97,57.52,25.59,10.16,0,5.11,1.64,70.79,7.34,81.08,21.8,67.78,9.9,61.54,50.2,82.14,6.4,61.53,24.5,78.73
"4704",6065043003,"Riverside ",92530,-117.3812313,33.6741549,"Lake Elsinore",32.97,63.99,"60-65%",0.058,78.01,10.5728521,52.69,0.119,43.02,330.35,31.68,42.82,41.01,0,0,248.5463308,38.37,895.23309,51.15,0,0,0,0,0.035,4.94,5,51.22,0,0,31.74,3.88,21.41,57.91,66.65,6.8,87.68,26.81,98.83,7243,19.3,74.51,6.19,64.93,20.96,4.4,0.66,4.5,4.54,82.02,8.51,94.5,25.4,73.99,10.6,64.14,56.9,89.06,12.6,93.49,24.1,77.58
"4705",6065043005,"Riverside ",92530,-117.360641,33.7062728,"Lake Elsinore",38.38,72.78,"70-75%",0.06,82.63,10.65224824,53.03,0.129,45.58,330.35,31.68,34.29,29.67,0,0,242.1893362,38.03,2696.214294,94.08,0,0,0,0,0.335,54.64,5,51.22,4,70.42,42.98,5.25,51.43,55.34,63.16,5.25,58.79,27.57,98.97,5960,14.01,78.46,7.53,64.58,24.83,1.74,0,1.28,7.57,70.5,7.31,80.74,26,74.96,7.3,50.01,43.7,74.28,8.7,79.72,18.8,57.86
"4706",6065043006,"Riverside ",92530,-117.3445199,33.6824833,"Lake Elsinore",45.47,82.54,"80-85%",0.06,82.48,10.55898249,52.58,0.217,64.99,330.35,31.68,70.25,79.47,0,0,146.9464646,28.86,1778.600362,83.46,1,17.08,1,6.97,0.65,76.65,5,51.22,0.2,9.67,46.07,5.62,59.7,57.48,66.14,4.88,48.99,26.63,98.75,5402,19.14,72.14,8.72,73.92,16.64,5.52,0,2.36,1.57,77.93,8.08,90.19,32.9,83.33,17.4,82.08,61.9,92.94,12.5,93.3,22.2,71.15
"4707",6065043007,"Riverside ",92883,-117.4191978,33.7167372,"Temescal Valley",9.06,10.69,"10-15%",0.059,78.22,11.03597046,55.23,0.021,7.6,330.35,31.68,13.47,6.3,0,0,352.4379985,44.76,3287.223042,97.03,0,0,2,14.31,0.05,7.35,0,0,0,0,28.18,3.44,14.16,24.84,16.14,2.45,4.08,14.07,60.71,7420,16.32,76.93,6.75,41.54,44,5.77,0.54,6.22,1.94,25.37,2.63,13.78,7.5,32.16,1.6,12.28,22,38.33,3.5,23.75,9.6,12.34
"4708",6065043008,"Riverside ",92530,-117.4175996,33.6671773,"Lakeland Village",21.77,41.69,"40-45%",0.056,74.19,10.27968861,50.95,0.031,10.91,458.18,55.01,38.35,34.71,0,0,282.3019969,40.66,483.8661964,19.76,0,0,0,0,0,0,13,91.87,0,0,29.97,3.66,17.57,51.41,58.37,3.39,14.38,23.92,96.52,7427,18.94,72.12,8.94,53.68,36.6,3.65,0.22,3.99,1.87,57.34,5.95,61.46,14.9,55.14,0.5,1.81,31.7,56.57,13.2,94.66,26.2,83.08
"4709",6065043009,"Riverside ",92530,-117.3888925,33.7012951,"Lake Elsinore",15.13,25.82,"25-30%",0.059,79.99,10.72368894,53.22,0.082,30.47,330.35,31.68,19.73,11.88,0,0,298.6826629,41.7,NA,NA,0,0,0,0,0.01,1.8,0,0,0,0,23.83,2.91,7.01,57.83,66.55,3.89,24.08,26.78,98.79,5712,14.97,77.73,7.3,52.63,37.55,2.36,0.39,5.95,1.12,50.13,5.2,50.5,10.5,43.77,4.1,32.03,16.9,26.67,7.6,72.53,9.1,10.54
"4710",6065043010,"Riverside ",92530,-117.387881,33.6841829,"Lake Elsinore",15.63,26.98,"25-30%",0.059,79.99,10.60337377,52.78,0.019,6.8,330.35,31.68,9.67,3.54,0,0,273.1859945,39.96,NA,NA,0,0,0,0,0.06,8.76,0,0,0,0,21.04,2.57,3.85,57.91,66.65,4.24,32.27,26.81,98.83,5956,14.12,77.75,8.13,53.34,36.77,2.12,1.65,3.24,2.89,58.65,6.08,63.39,23.1,70.08,6.7,47.08,24.9,44.22,8.3,77.1,11,18.47
"4711",6065043206,"Riverside ",92562,-117.1918902,33.565141,"Murrieta",27.07,53.19,"50-55%",0.058,76.94,9.112088638,39.43,0.199,61.84,607.71,68.9,29.52,23.39,0,8.45,23.78359987,12.49,2509.928464,92.7,0,0,0,0,0.75,80.19,0,0,0.2,9.67,38,4.64,37.41,39.25,40.2,4.84,47.96,22.64,94.43,7966,12.99,76.14,10.87,30.32,47.75,2.33,0.34,11.86,7.41,56.24,5.83,59.95,9.7,40.81,1.5,11.27,25.4,45.2,11.3,90.59,21.9,70.23
"4712",6065043211,"Riverside ",92563,-117.1737474,33.5646444,"Murrieta",19.15,35.51,"35-40%",0.058,76.94,9.171176389,40.25,0.352,81.36,237.48,10.2,23.92,16.67,0,0,23.55936623,12.44,1782.823611,83.54,0,0,0,0,0.35,56.4,6,58.69,0,0,34.46,4.21,27.64,38.17,38.3,4.35,34.77,21.57,92.56,5519,14.3,75.59,10.11,37.98,49.32,4.44,0.83,5.76,1.67,43.87,4.55,40.96,9.6,40.46,0.8,4.59,17.2,27.56,6.6,63.42,12.7,26.67
"4713",6065043216,"Riverside ",92591,-117.1477073,33.5170351,"Temecula",27.15,53.33,"50-55%",0.056,74.1,9.119722136,39.49,0.098,36.73,358.79,36.88,29.16,22.96,0,0,13.42189977,9.8,1766.975358,83.23,1.75,22.62,0,0,0.62,75.5,8,72.15,0,0,36.62,4.47,33.29,37.94,37.9,6.09,77.05,22.52,94.27,6105,14.25,74.89,10.86,31.15,55.17,4.54,0,6.39,2.75,58.54,6.07,63.26,11.7,47.51,1.3,9.46,25.5,45.36,5.7,53.89,25.1,80.47
"4714",6065043217,"Riverside ",92591,-117.136759,33.5297942,"Temecula",15.17,25.93,"25-30%",0.056,74.1,8.942916925,36.03,0.143,49.36,358.79,36.88,13.75,6.52,0,0,9.442069833,8.7,1047.93702,61.04,0,0,0,0,0.285,47.41,7,66.74,0,0,30.33,3.7,18.47,37.94,37.9,3.12,10.59,22.52,94.27,3336,14.57,73.41,12.02,35.61,51.65,3.66,0,2.7,6.38,39.48,4.1,34.75,9.6,40.46,0.8,4.59,20,34.21,5.4,49.86,12.9,27.78
"4715",6065043218,"Riverside ",92591,-117.1188981,33.5318882,"Temecula",10.9,15.22,"15-20%",0.056,74.1,8.861365764,34.3,0.115,42.04,358.17,36.72,17.48,9.63,0,0,8.0940967,8.36,485.9347013,19.89,0,0,0,0,0.06,8.76,7,66.74,0,0,23.79,2.9,6.97,37.94,37.9,3.27,12.38,22.52,94.27,5338,9.18,76.94,13.88,31.42,55,2.25,0,10.25,1.09,36.18,3.75,29.22,8.7,36.9,0.6,2.81,10,10.14,7,67.48,6.6,3.6
"4716",6065043220,"Riverside ",92592,-117.1342075,33.5040499,"Temecula",23.39,45.37,"45-50%",0.055,72.55,8.891957258,35.02,0.21,63.86,358.79,36.88,30.82,24.94,0,0,19.4943002,11.48,916.1473815,52.76,0,0,0,0,0.5,69.4,8,72.15,0,0,34.23,4.18,27.16,21.03,10.38,6.59,84.85,12.56,50.9,4610,18.05,75.73,6.23,38.87,45.73,4.69,0,8.16,2.56,53.97,5.6,56.04,8.9,37.65,3.9,30.69,40.2,69.48,7.7,73.41,27,84.87
"4717",6065043222,"Riverside ",92592,-117.1252348,33.486084,"Temecula",23.96,46.7,"45-50%",0.055,71.66,8.67381604,28.91,0.258,71.44,358.79,36.88,21.72,14.15,0.84,41.59,13.95689997,10.04,1362.609024,74.18,0,0,0,0,0.67,77.23,10,82.97,0,0,39.75,4.85,42.19,27.33,20.75,5.18,57.1,16.29,72.81,5029,10.66,72.28,17.06,20.28,61.9,0.72,0,9.51,7.6,47.59,4.94,46.63,5.8,25.06,2,15.64,26,46.39,9.6,84.58,17.8,53.12
"4718",6065043227,"Riverside ",92595,-117.2249199,33.5912112,"Wildomar",16.04,27.95,"25-30%",0.058,76.94,9.414708117,43.45,0.187,59.78,617.07,69.53,1.03,0.14,0,0,25.22033313,12.88,2103.305252,88.56,0,0,0,0,0.36,57.46,0,0,0,0,33.1,4.04,24.33,35.74,34.66,3.94,25.21,20.63,89.23,7895,12.58,79.29,8.13,29.72,38.59,10.39,0,9.36,11.94,38.27,3.97,32.74,8.2,35.22,1.2,8.49,15.3,22.71,3.7,26.86,15.4,40.9
"4719",6065043228,"Riverside ",92562,-117.2137751,33.5753129,"Murrieta",25.38,49.66,"45-50%",0.058,76.94,9.294385419,41.9,0.439,86.99,662.16,72.51,30.32,24.44,0,0,25.31230037,12.9,2317.604434,90.8,0,0,0,0,0.45,65.92,0,0,0,0,38.27,4.67,38.15,39.25,40.2,4.96,51.31,22.64,94.43,3842,10.52,78.21,11.27,40.37,49.71,3.23,0.57,2.65,3.46,52.37,5.43,53.92,9,38.13,1.8,14.28,21.8,37.89,6.8,65.63,18.8,57.86
"4720",6065043229,"Riverside ",92562,-117.2060351,33.5845532,"Murrieta",14.88,25.23,"25-30%",0.058,76.94,9.300180875,41.98,0.085,31.81,622.71,69.8,13.84,6.57,0,0,24.6990331,12.78,557.3206157,25.31,0,0,0,0,0.35,56.4,0,0,0,0,25.86,3.16,9.99,39.25,40.2,3.47,15.67,22.64,94.43,5110,8.81,47.08,44.11,21.33,70.88,1.17,0,4.66,1.96,45.45,4.71,43.44,3.8,15.24,1.6,12.28,27,48.58,9.6,84.58,15.9,43.28
"4721",6065043235,"Riverside ",92596,-117.1151886,33.6252032,"French Valley",11.95,17.78,"15-20%",0.059,79.99,9.028552688,37.95,0.124,44.37,237.48,10.2,17.21,9.44,0,0,32.20463373,14.83,436.6840543,16.44,0,0,0,0,0.045,5.57,6,58.69,0,0,22.05,2.69,4.8,32.68,29.8,4.41,36.14,17.52,78.36,10588,17.98,73.6,8.42,25.1,41.5,9.91,0.2,18.43,4.86,42.78,4.44,39.3,6.4,27.61,2.2,17.26,23.4,41.48,10.3,87.39,9.9,13.56
"4722",6065043239,"Riverside ",92592,-116.9857528,33.5633922,"Unincorporated Riverside County area",26.57,52.14,"50-55%",0.059,78.26,7.759060985,11.33,0.026,9.14,354.13,36.43,16.45,8.86,5.65,55.38,6.1484,7.84,208.7117557,4.39,12,68.94,3,22.12,0,0,18,97.52,7,83.28,35.76,4.37,30.99,32.21,29.13,7.14,91.28,16.12,72.08,7763,15.1,68.88,16.02,30.03,61.2,2.36,0.22,1.54,4.66,58.66,6.08,63.43,11.8,47.77,2.7,21.42,22.7,39.97,12.2,92.65,20.3,63.97
"4723",6065043240,"Riverside ",92596,-117.0955335,33.6119888,"French Valley",11.01,15.48,"15-20%",0.059,79.99,8.956947588,36.38,0.189,60,237.48,10.2,19.5,11.7,0,0,28.1172339,13.67,262.0011861,6.51,0,0,0,0,0.02,2.51,0,0,0,0,18.37,2.24,1.92,39.72,41.18,5.47,63.77,21.47,92.25,12415,18.52,72.84,8.64,29.49,45.98,10.22,0.27,10.9,3.15,47.31,4.91,46.19,3,10.81,2,15.64,12.3,15.33,11.1,89.93,9.7,12.79
"4724",6065043242,"Riverside ",92596,-117.1031008,33.5873473,"French Valley",16.13,28.23,"25-30%",0.058,78.01,9.040461784,38.2,0.063,23.37,237.48,10.2,6.4,1.84,0,0,23.97033373,12.52,382.8130843,13.03,9,58.17,1.5,10.64,0.475,67.56,6,58.69,0,0,27.77,3.39,13.58,39.81,41.3,4.82,47.4,21.51,92.37,9531,18.71,72.58,8.71,30.22,40.39,4.45,1.74,14.92,8.28,45.86,4.76,44.2,9.1,38.47,4.1,32.03,10,10.14,6.9,66.61,8.8,9.53
"4725",6065043244,"Riverside ",92563,-117.1229937,33.5472159,"Unincorporated Riverside County area",11.98,17.88,"15-20%",0.057,75.12,8.898043305,35.16,0.039,14.18,294.1,23.02,15.39,7.9,0,0,9.9062834,8.83,1055.176894,61.45,0,0,1,6.97,0.27,45.73,7,66.74,1,35.72,29.15,3.56,15.96,27.56,21.1,3.19,11.24,15.81,70.6,9755,13.12,73.07,13.81,26.77,49.51,6.88,0,9.24,7.61,32.45,3.37,23.64,4.6,19.29,1.3,9.46,20.4,35.15,6.8,65.63,12,23.37
"4726",6065043246,"Riverside ",92592,-117.0704108,33.5134722,"Unincorporated Riverside County area",13.01,20.55,"20-25%",0.056,74.1,8.301727604,18.22,0.089,33.25,358.79,36.88,3.91,0.86,18.27,65.38,5.927083367,7.73,380.5996236,12.84,0,0,0,0,0.05,7.35,9,77.3,0.5,22.08,27.89,3.4,13.73,30.38,25.57,4.02,27.12,18.23,81.52,5803,14.54,73.36,12.1,21.06,61.83,2.43,0.4,7.2,7.08,36.83,3.82,30.17,4.2,17.25,1.8,14.28,13.6,18.71,7.5,71.67,11.9,22.69
"4727",6065043247,"Riverside ",92596,-117.0863473,33.5571416,"Unincorporated Riverside County area",18.65,34.34,"30-35%",0.058,76.94,8.752168721,31.57,0.068,25.07,283.72,19.35,11.61,4.97,8.4,58.86,9.54016,8.74,399.2150823,14.09,4.5,40.84,5,30.88,0.38,59.14,7,66.74,5,75.67,38.18,4.66,37.95,25.75,17.82,5.65,67.92,14.61,64.23,14002,20.63,73.64,5.73,32.3,46.67,5.99,0.47,11.04,3.51,38.55,4,33.17,11.3,46.23,1.3,9.46,10.5,11.27,6.8,65.63,6.2,2.99
"4728",6065043248,"Riverside ",92592,-117.0855219,33.4711629,"Temecula",12.56,19.3,"15-20%",0.055,71.66,8.129614643,15.23,0.115,41.94,358.79,36.88,11.94,5.17,0,0,6.4040866,7.93,NA,NA,0,0,0,0,0.035,4.94,10,82.97,0,0,22.89,2.79,5.96,32.95,30.35,5.41,62.39,19.78,86.63,4670,13.88,74.52,11.61,29.66,50.71,1.39,0.19,14.8,3.25,43.32,4.49,40.12,5.7,24.6,6.5,46,7.2,4.57,5,44.35,10.2,14.69
"4729",6065043250,"Riverside ",92592,-117.1043423,33.4732265,"Temecula",12.78,19.87,"15-20%",0.055,71.66,8.438735171,21.42,0.106,39.19,358.79,36.88,2.2,0.39,0,0,7.592913467,8.25,1247.840182,70.59,0,0,0,0,0.45,65.92,10,82.97,0,0,30.62,3.74,19.18,32.95,30.35,4.07,28.36,19.78,86.63,10048,14.62,78.78,6.6,27.55,46.95,3.2,0.64,16.45,5.21,32.94,3.42,24.23,4.8,20.29,2.1,16.36,16,24.42,2.3,8.69,10.8,17.41
"4730",6065043252,"Riverside ",92592,-117.0898477,33.4616244,"Temecula",10.49,14.08,"10-15%",0.055,71.66,8.036632871,13.85,0.135,47.22,359.72,36.94,2.48,0.47,0,0,6.867843467,8.08,896.1400406,51.28,0,0,0,0,0.125,21.96,9,77.3,0,0,25.74,3.14,9.71,32.95,30.35,4.09,28.77,19.78,86.63,9584,18.13,72.61,9.26,20.98,53.12,5.05,1.96,11.3,7.59,32.17,3.34,23.11,3.6,14.17,5.3,39.21,8.6,7.24,2.7,13.18,7.3,5.01
"4731",6065043254,"Riverside ",92590,-117.1560638,33.4549695,"Temecula",21.34,40.7,"40-45%",0.052,66.96,8.3483397,19.1,0.075,28.01,658,72.31,19.79,11.98,12.82,62.07,10.3063933,9,2042.114646,87.74,0,0,2,14.31,0.175,30.17,14,93.36,2,52.9,42.48,5.19,49.97,28.62,22.97,4.8,46.77,16.66,74.58,5193,13.44,73.37,13.19,32.7,52.71,2.72,1.44,7.68,2.75,39.67,4.11,34.96,10.9,44.94,2,15.64,17.7,28.86,5.3,48.26,11,18.47
