"","CensusTract","CaliforniaCounty","ZIP","Longitude","Latitude","ApproxLocation","CES4.0Score","CES4.0Percentile","CES4.0PercRange","Ozone","OzonePctl","PM2.5","PM2.5.Pctl","DieselPM","DieselPMPctl","DrinkingWater","DrinkingWaterPctl","Lead","LeadPctl","Pesticides","PesticidesPctl","ToxRelease","ToxReleasePctl","Traffic","TrafficPctl","CleanupSites","CleanupSitesPctl","GroundwaterThreats","GroundwaterThreatsPctl","HazWaste","HazWastePctl","ImpWaterBodies","ImpWaterBodiesPctl","SolidWaste","SolidWastePctl","PollutionBurden","PollutionBurdenScore","PollutionBurdenPctl","Asthma","AsthmaPctl","LowBirthWeight","LowBirthWeightPctl","CardiovascularDisease","CardiovascularDiseasePctl","TotalPop","ChildrenPercLess10","PopPerc10to64","ElderlyMore64","HispanicPerc","WhitePerc","AfAmericanPerc","NativeAmericanPerc","AsianAmericanPerc","OtherMultiplePerc","PopChar","PopCharScore","PopCharPctl","Education","EducationPctl","LinguisticIsol","LinguisticIsolPctl","Poverty","PovertyPctl","Unemployment","UnemploymentPctl","HousingBurden","HousingBurdenPctl"
"49",6001405000,"Alameda ",94610,-122.2190899,37.8121648,"Oakland",7.42,7.49,"5-10%",0.029,3.12,9.284094792,41.73,0.159,53.59,110.41,4.21,60.09,65.86,0,0,485.8306783,51.05,1813.727192,84.11,0,0,32.5,81.69,0.16,28.3,3,33.16,0,0,34.85,4.26,28.62,40.17,41.79,3.5,16.22,6.48,5.36,3394,12.93,67.21,19.86,7.4,61.58,11.73,0,10.99,8.31,16.81,1.74,5.03,2.6,8.99,3.7,29.53,8.8,7.55,2.9,15.84,3.8,0.6
"50",6001405100,"Alameda ",94610,-122.2321836,37.8114477,"Oakland",6.28,5.3,"5-10%",0.029,3.12,9.430964922,43.71,0.142,49.3,110.41,4.21,61.8,68.24,0,0,497.9440003,51.36,1676.351188,81.53,0,0,18.5,66.06,0.33,53.95,3,33.16,0,0,35.33,4.31,29.98,39.19,40.09,3.75,21.08,8.15,14.57,4285,11.23,67.82,20.96,3.43,65.02,13.56,0,10.15,7.84,14.03,1.46,3.03,0.3,0.15,1.3,9.46,4.3,0.95,1,1.34,5.7,2.13
"51",6001405200,"Alameda ",94606,-122.2433878,37.8052604,"Oakland",21.97,42.1,"40-45%",0.029,3.12,9.581723377,45.21,0.31,77.5,110.41,4.21,73.32,82.89,0,0,480.4710083,50.81,1759.228752,83.06,0,0,25.35,75.18,0.175,30.17,11,86.96,0,0,41.72,5.09,47.73,49.38,55.77,5.32,60.28,6.77,6.61,5183,7.1,78.45,14.45,15.84,38.26,8.99,0.29,32.03,4.59,41.58,4.31,37.43,7.1,30.41,8.9,57.41,23.1,40.8,4.5,37.71,16.2,45.03
"52",6001405301,"Alameda ",94606,-122.2513558,37.8020757,"Oakland",21.69,41.5,"40-45%",0.029,3.12,9.581723377,45.21,0.208,63.55,110.41,4.21,54.06,57.27,0,0,467.909668,50.31,456.9665814,17.8,1.4,19.91,23.1,72.52,0.055,7.65,11,86.96,0,0,32.59,3.98,23.09,93.12,90.48,6.85,88.4,9.76,27.74,2954,8.56,79.49,11.95,18.28,52.64,11.48,0,10.73,6.87,52.54,5.45,54.08,4,16.21,6.9,48.19,17.2,27.56,4.3,35.02,18,54.07
"53",6001405302,"Alameda ",94606,-122.2542495,37.7985014,"Oakland",30.21,59.11,"55-60%",0.029,3.12,9.805884825,47.13,0.347,80.83,110.41,4.21,54.54,57.88,0,0,461.8780111,50.01,421.8986605,15.54,7.2,50.77,41.5,86.9,0.13,22.37,11,86.96,0.25,11.59,38.8,4.74,39.66,87.03,88.71,4.84,47.96,8.79,19.48,2373,5.82,75.94,18.25,8.09,30.76,12.81,0.34,42.31,5.69,61.48,6.38,67.97,22.5,69.2,29.4,95.39,39.2,67.85,5.5,51.26,22.1,70.81
"54",6001405401,"Alameda ",94606,-122.2494562,37.7965384,"Oakland",33.36,64.69,"60-65%",0.029,3.12,9.805884825,47.13,0.415,85.74,110.41,4.21,71.3,80.6,0,0,458.0093384,49.84,327.8384915,9.73,8.8,54.7,28.55,78.4,0.085,11.08,15,94.56,0,0,39.28,4.8,40.92,99.29,92.36,5.26,59.19,10.29,32.24,3648,8.77,79.96,11.27,22.59,20.53,16.23,0,35.01,5.65,67.06,6.96,76.07,19.8,64.52,19.5,85.83,35.8,62.84,6.6,63.42,28.4,87.69
"55",6001405402,"Alameda ",94606,-122.2461006,37.7933319,"Oakland",36.47,69.83,"65-70%",0.029,3.12,9.562347137,45.03,0.586,92.57,110.41,4.21,87.6,95.2,0,0,449.1513367,49.51,334.6669724,10.04,6,46.08,25.3,75.16,0.05,7.35,15,94.56,0,0,39.85,4.87,42.45,99.29,92.36,6.58,84.62,10.29,32.24,3357,11.77,80.91,7.33,21.06,17.25,25.8,0.24,30.98,4.68,72.26,7.5,83.08,22.3,68.75,22.5,89.71,43.6,74.16,5.9,56.19,27.1,85.06
"56",6001405500,"Alameda ",94606,-122.243279,37.7982821,"Oakland",28.35,55.56,"55-60%",0.029,3.12,9.562347137,45.03,0.23,67.06,110.41,4.21,78.01,87.45,0,0,462.3926697,50.08,217.5088524,4.71,0,0,18.85,66.46,0.135,23.72,15,94.56,0,0,34.12,4.17,26.93,99.29,92.36,7.8,95.62,10.29,32.24,3880,9.33,76.13,14.54,9.28,21.42,22.42,0.7,42.53,3.66,65.6,6.8,73.94,15,55.34,8.8,56.85,29.4,52.88,4.6,39.21,26.9,84.63
"57",6001405600,"Alameda ",94610,-122.2372726,37.8008019,"Oakland",24.82,48.36,"45-50%",0.029,3.12,9.409199301,43.36,0.283,74.52,110.41,4.21,60.29,66.24,0,0,470.4736735,50.44,1720.806205,82.35,0,0,6.25,35.35,0.16,28.3,11,86.96,0,0,37.06,4.53,34.45,48.27,53.9,7.56,94.28,6.47,5.3,3269,7.46,82.56,9.97,24.23,26.49,17.99,2.23,22.24,6.82,52.88,5.49,54.63,14.9,55.14,6.6,46.54,29.8,53.62,7,67.48,17.2,50.27
"58",6001405700,"Alameda ",94606,-122.2296737,37.7982307,"Oakland",30.13,58.99,"55-60%",0.029,3.12,9.409199301,43.36,0.293,75.53,110.41,4.21,77.35,86.87,0,0,460.2476705,49.92,1243.038339,70.31,0,0,10.25,47.68,0.16,28.3,11,86.96,0,0,38.64,4.72,39.22,55.68,63.55,6.3,80.34,6.41,5,3531,6.8,84.62,8.58,13.65,14.39,21.16,0.48,46.02,4.3,61.56,6.39,68.08,28.9,78.75,8.5,55.6,41.4,71.22,8.7,79.72,25.8,82.15
"59",6001405800,"Alameda ",94606,-122.2330985,37.7939452,"Oakland",28.8,56.56,"55-60%",0.029,3.12,9.409199301,43.36,0.143,49.55,110.41,4.21,84.37,92.94,0,0,450.851003,49.56,106.5291818,1.29,0,0,8.15,41.03,0.15,26.67,11,86.96,0,0,30.65,3.74,19.27,89.85,89.53,6.82,87.97,9.36,24.1,4370,11.33,77.46,11.21,17.05,15.01,21.6,1.3,43.38,1.65,74.2,7.7,85.64,32.4,82.92,18.7,84.71,50.9,82.94,6.6,63.42,31,92.03
"60",6001405901,"Alameda ",94606,-122.2357701,37.787786,"Oakland",39.68,74.46,"70-75%",0.029,3.12,9.478637686,44.28,0.36,81.98,110.41,4.21,93.17,98.78,0,0,437.4860026,49.01,363.895698,11.88,11.8,65.04,56.6,91.9,0.12,20.32,15,94.56,0,0,42.56,5.2,50.3,97.64,91.91,5.01,52.54,10.13,30.89,4426,15.02,75.98,8.99,41.3,3.68,14.19,1.06,37.4,2.37,73.61,7.64,84.83,41,90.64,35.5,97.73,54.2,86.22,7.7,73.41,34.7,95.87
"61",6001405902,"Alameda ",94606,-122.240953,37.7909446,"Oakland",41.25,77,"75-80%",0.029,3.12,9.478637686,44.28,0.381,83.58,110.41,4.21,87.93,95.45,0,0,446.5126546,49.39,324.2109418,9.48,6.15,46.4,39.55,85.8,0.185,31.38,14,93.36,0,0,41.26,5.04,46.53,99.29,92.36,6.55,84.15,10.29,32.24,2942,10.27,76.44,13.29,25.12,8.77,11.96,0.48,49.39,4.28,78.95,8.19,91.45,40.3,90.22,25.4,92.72,46.3,77.81,11.3,90.59,29.8,90.24
"62",6001406000,"Alameda ",94606,-122.246184,37.7875675,"Oakland",50.2,88.09,"85-90%",0.029,3.12,9.805884825,47.13,0.978,98.08,110.41,4.21,53.11,55.88,0,0,438.6869914,49.05,1775.910139,83.36,112.9,99.55,199.35,99.15,1.565,90.75,18,97.52,0.35,13.01,55.07,6.72,82.54,96.94,91.75,5.95,74.22,10.06,30.32,3796,5.45,80.01,14.54,23.6,18.49,13.83,0,41.97,2.11,71.97,7.47,82.74,28.1,77.73,24.6,91.95,50.3,82.21,13.6,95.12,16.3,45.55
"63",6001406100,"Alameda ",94601,-122.2275943,37.7741552,"Oakland",56.86,93.85,"90-95%",0.029,3.12,9.237722475,41.03,0.891,97.5,110.41,4.21,71.69,81.07,0,0,423.3010051,48.27,1806.677233,83.96,67.6,97.93,287.65,99.7,1.345,89.28,17,96.79,2.5,59.18,59.46,7.26,90.16,114.19,95.44,5.25,58.79,12.56,50.9,4733,10.61,77.94,11.45,57.24,14.85,8.92,0,18,0.99,75.51,7.83,87.33,34.4,84.65,21.1,87.89,51.8,83.87,6.9,66.61,29.8,90.24
"64",6001406201,"Alameda ",94601,-122.230736,37.7850448,"Oakland",45.57,82.68,"80-85%",0.029,3.12,9.253196839,41.29,0.537,91.1,110.41,4.21,90.54,97.14,0,0,432.2310079,48.79,323.6236774,9.45,17.2,78.16,66.1,93.48,0.16,28.3,11,86.96,0,0,43.72,5.34,53.33,123.1,96.22,6.35,81.33,13.56,57.69,4995,15.98,77.88,6.15,41.46,5.29,21.14,0.16,28.87,3.08,82.3,8.54,94.79,37.2,87.47,19.6,85.97,56.9,89.06,8.2,76.69,30.8,91.76
"65",6001406202,"Alameda ",94601,-122.2265557,37.7819786,"Oakland",42.01,78.09,"75-80%",0.029,3.12,9.253196839,41.29,0.351,81.19,110.41,4.21,88.64,95.87,0,0,426.1776733,48.41,622.9669463,29.99,12.85,70.62,81.8,95.43,0.135,23.72,11,86.96,0.1,2.52,43.96,5.37,53.89,129.22,97.16,4.81,47.1,14.25,61.9,4817,15.8,74.82,9.38,59.89,9.51,14.2,2.1,12.52,1.79,75.46,7.83,87.24,33.6,84.04,33.2,96.9,55.3,87.5,5.6,52.52,29.7,90
"66",6001406300,"Alameda ",94601,-122.2250125,37.7892881,"Oakland",31.11,60.87,"60-65%",0.029,3.12,9.328835389,42.31,0.138,48.11,110.41,4.21,87.54,95.15,0,0,439.4066569,49.06,402.0794095,14.29,0.9,11.83,31.5,80.87,0.125,21.96,11,86.96,0,0,34.8,4.25,28.48,129.22,97.16,4.01,26.87,14.25,61.9,4383,15.08,76.75,8.17,33.77,12.62,26.49,0.43,24.21,2.49,70.58,7.32,80.81,28.6,78.33,26.3,93.38,43.7,74.28,8.7,79.72,21.9,70.23
"67",6001406400,"Alameda ",94602,-122.2217201,37.796806,"Oakland",30.25,59.18,"55-60%",0.029,3.12,9.209329519,40.78,0.181,58.33,110.41,4.21,79.22,88.65,0,0,454.5043234,49.72,1755.741996,83.01,0,0,18.25,65.52,0.135,23.72,11,86.96,0,0,39.07,4.77,40.46,77.52,83.66,6.34,81.22,8.76,19.07,2545,13.95,63.85,22.2,21.45,31.47,20.67,0.2,19.61,6.6,61.13,6.34,67.35,12.8,50.24,8.6,55.95,40.7,70.13,6.8,65.63,20,62.83
"68",6001406500,"Alameda ",94601,-122.2169867,37.7880813,"Oakland",36.37,69.7,"65-70%",0.029,3.12,9.209329519,40.78,0.194,61.01,110.41,4.21,84.86,93.22,0,0,437.7293396,49.02,636.2137641,31.16,0.9,11.83,49.6,90.04,0.125,21.96,11,86.96,0.1,2.52,37.76,4.61,36.6,96.02,91.56,6.3,80.34,10.71,35.72,6586,13.45,77.24,9.31,50.47,11.69,16.47,0,16.82,4.54,76.03,7.89,88.01,26.9,76.18,15.8,79,50,81.76,9.1,82.33,33.5,95.01
"69",6001406601,"Alameda ",94602,-122.2079568,37.7936085,"Oakland",27.03,53.09,"50-55%",0.029,3.12,9.124747969,39.54,0.237,68.39,110.41,4.21,83.51,92.35,0,0,452.1289978,49.6,1994.987397,87.01,0,0,38.25,85.14,0.06,8.76,1,12.45,0,0,35.78,4.37,31.05,63,72.42,4.85,48.27,7.68,11.39,4955,13.3,76.83,9.87,35.6,14.89,20.02,0.16,21.98,7.35,59.64,6.19,65.1,26.4,75.45,17.3,81.89,46.1,77.58,6.7,64.51,23.9,76.87
"70",6001406602,"Alameda ",94602,-122.2143073,37.7964782,"Oakland",26.06,51.07,"50-55%",0.029,3.12,9.209329519,40.78,0.234,67.74,110.41,4.21,80.15,89.39,0,0,458.7276713,49.86,1498.502438,78.05,0,0,28.75,78.58,0.1,16.64,1,12.45,0,0,34.94,4.27,28.86,73.44,81.03,4.13,29.66,8.98,20.86,2698,12.12,75.76,12.12,28.28,12.6,16.42,1.56,36.25,4.89,58.89,6.11,63.79,22.7,69.44,13.1,71.67,45.5,76.87,7.4,70.9,25.2,80.75
"71",6001406700,"Alameda ",94602,-122.2022249,37.8033164,"Oakland",10.22,13.54,"10-15%",0.029,3.12,9.077659054,38.88,0.17,56.27,110.41,4.21,54.62,58.05,0,0,466.9539896,50.26,453.9058383,17.63,0,0,22.25,71.21,0.1,16.64,1,12.45,0,0,25.72,3.14,9.63,64.78,74.07,3.33,13.5,7.97,13.6,5159,9.79,67.59,22.62,13.82,45.13,14.5,0.66,20.53,5.37,31.38,3.25,21.92,12.2,48.84,5.3,39.21,19.8,33.77,1.8,4.89,11,18.47
"72",6001406800,"Alameda ",94602,-122.1949575,37.7978944,"Oakland",13,20.54,"20-25%",0.029,3.12,9.000881284,37.36,0.247,69.61,110.41,4.21,67,75.25,0,0,454.5349935,49.74,777.0315209,42.51,0,0,16.25,61.71,0.075,10.15,0,0,0,0,28.27,3.45,14.35,60.55,69.62,3.45,15.36,7.73,11.84,3611,14.07,68.85,17.09,25.31,33.12,11.16,0.44,21.07,8.89,36.31,3.77,29.46,11.8,47.77,5.6,40.9,16.7,26.21,7,67.48,11.2,19.39
"73",6001406900,"Alameda ",94619,-122.1903803,37.7932754,"Oakland",20.48,38.72,"35-40%",0.031,3.83,8.967899998,36.66,0.207,63.34,110.41,4.21,71.25,80.54,0,0,447.0623271,49.44,973.8053346,56.31,0,0,11.35,50.31,0.2,35.62,0,0,0,0,30.26,3.69,18.28,84.43,87.43,6.99,89.8,11.1,38.66,3608,11.83,70.57,17.6,10.2,47.03,18.57,0.42,16.77,7.01,53.44,5.54,55.21,4,16.21,7.4,50.52,19.2,32.49,6.6,63.42,9.5,12
"74",6001407000,"Alameda ",94619,-122.2024899,37.787943,"Oakland",29.7,58.14,"55-60%",0.029,3.12,9.0547552,38.49,0.234,67.89,110.41,4.21,80.93,90.11,0,0,441.3366699,49.17,1584.455285,79.79,0,0,33,82.1,0.1,16.64,1,12.45,0,0,35.15,4.29,29.48,65.13,74.5,7.65,94.87,8.3,15.45,5869,12.57,73.33,14.09,29.95,13.12,21.03,1.16,24.76,9.98,66.73,6.92,75.52,25.4,73.99,20.8,87.62,37.6,65.54,4.7,40.6,30.6,91.46
"75",6001407101,"Alameda ",94601,-122.2143966,37.7831287,"Oakland",30.25,59.17,"55-60%",0.029,3.12,9.137469973,39.74,0.144,49.72,110.41,4.21,83.2,92.14,0,0,431.0096639,48.71,348.9065206,10.95,0.1,2.07,31.4,80.76,0.07,9.56,11,86.96,0.1,2.52,32.84,4.01,23.71,129.22,97.16,5.15,56.35,14.25,61.9,3821,14.81,75.61,9.58,54.23,4.92,13.98,0.21,25.02,1.65,72.72,7.54,83.62,40,89.98,22.8,90.04,50.7,82.73,4.7,40.6,20.5,64.82
"76",6001407102,"Alameda ",94601,-122.2102385,37.7807761,"Oakland",35.42,68.27,"65-70%",0.029,3.12,9.011903062,37.61,0.191,60.37,110.41,4.21,89.36,96.23,0,0,426.3786621,48.44,325.1301786,9.58,9.1,58.49,36.65,84.04,0.195,32.03,11,86.96,0.45,14.71,40.05,4.89,42.95,115.61,95.55,4.48,38.18,12.83,52.92,4387,17.39,72.83,9.78,44.54,9.92,26.05,0.39,13.93,5.17,69.83,7.24,79.85,29.3,79.42,20.6,87.41,42.2,72.4,NA,NA,22,70.53
"77",6001407200,"Alameda ",94601,-122.2192819,37.7777848,"Oakland",48.46,86.11,"85-90%",0.029,3.12,9.109593523,39.38,0.563,91.8,110.41,4.21,88.66,95.89,0,0,421.622345,48.15,500.2496981,20.95,22.4,84.06,98.55,96.5,0.36,57.46,11,86.96,0.45,14.71,47.94,5.85,64.79,129.22,97.16,5.05,53.85,14.25,61.9,6985,11.71,79.3,8.99,64.98,9.55,8.45,0.21,13.9,2.91,79.81,8.28,92.4,42.3,91.61,21.5,88.47,55.9,88.09,11.5,91.12,26.6,83.94
"78",6001407300,"Alameda ",94601,-122.2109235,37.7621786,"Oakland",65.03,97.84,"95-100% (highest scores)",0.029,3.12,9.08286493,38.99,0.633,93.95,110.41,4.21,87.19,94.87,0,0,422.1023356,48.19,1658.41929,81.23,68.95,98.04,242.35,99.49,1.43,89.82,16,96.26,14.2,95.37,62.31,7.61,93.54,113.3,95.29,7.35,92.81,12.41,49.83,2420,6.28,87.48,6.24,63.72,11.82,10.99,0.12,10.25,3.1,82.4,8.55,94.86,37.9,88.21,12.9,71.16,50.1,81.91,11,89.67,35.5,96.53
"79",6001407400,"Alameda ",94601,-122.2067479,37.7710407,"Oakland",45.38,82.36,"80-85%",0.029,3.12,8.92464515,35.63,0.395,84.48,110.41,4.21,93.6,99,0,0,417.5216675,47.92,365.5385258,12,25.1,86.21,70.55,94.37,0.33,53.95,10,82.97,1.6,42.5,47.86,5.84,64.56,129.22,97.16,3.99,26.29,14.25,61.9,4531,16.29,75.86,7.86,70.12,1.77,18.16,0,7.46,2.49,74.85,7.76,86.5,39.2,89.4,19.9,86.44,54.1,86.12,13.3,94.83,26.1,82.79
"80",6001407500,"Alameda ",94621,-122.1976091,37.769515,"Oakland",45.45,82.5,"80-85%",0.031,3.83,8.831343231,33.59,0.371,82.74,110.41,4.21,94.15,99.19,0,0,421.9706726,48.16,571.6847921,26.33,6.5,47.26,36.5,83.99,0.065,8.95,10,82.97,1.35,39.45,42.35,5.17,49.57,115.64,95.58,7.24,91.98,12.18,47.42,4299,13.63,77.62,8.75,55.04,4.16,29.01,0.09,6.59,5.12,84.74,8.79,96.44,39.6,89.6,18.1,83.56,69.2,97.07,13.1,94.52,30.3,91.04
"81",6001407600,"Alameda ",94601,-122.2031992,37.7775293,"Oakland",31.1,60.83,"60-65%",0.029,3.12,8.955274142,36.33,0.281,74.24,110.41,4.21,80.9,90.08,0,0,425.2993266,48.34,311.1284641,8.93,9,58.17,33.55,82.43,0.21,37.68,10,82.97,0.75,25.73,41.24,5.03,46.48,114.74,95.48,5.09,54.85,12.94,53.39,6327,11.27,80.09,8.65,32.01,16.75,39.07,0,8.31,3.86,59.55,6.18,64.98,22.3,68.75,NA,NA,25.6,45.53,3.7,26.86,20.2,63.61
"82",6001407700,"Alameda ",94619,-122.1931965,37.7765228,"Oakland",15.74,27.22,"25-30%",0.031,3.83,8.831343231,33.59,0.226,66.43,110.41,4.21,69.52,78.51,0,0,429.8896586,48.64,282.6156138,7.4,0,0,10.8,49.05,0.06,8.76,0,0,0.2,9.67,24.72,3.02,8.21,83.45,87.11,7.84,95.83,9.36,24.1,4122,11.67,71.98,16.35,16.21,30.01,42.94,0,5.41,5.43,50.27,5.21,50.72,8,34.38,1.2,8.49,17,27.05,3.2,19.59,21.3,68.11
"83",6001407800,"Alameda ",94613,-122.1866595,37.7817414,"Oakland",17.96,32.59,"30-35%",0.031,3.83,8.858056932,34.23,0.386,83.93,110.41,4.21,72.5,81.95,0,0,437.2073364,48.97,1821.973549,84.25,0,0,16.9,62.78,0.1,16.64,0,0,0,0,33.74,4.12,26.05,60.35,69.47,3.73,20.67,7.48,10.08,2728,9.68,79.44,10.89,19.83,31.16,23.64,0,20.27,5.1,42.02,4.36,38.22,12.4,49.42,5.3,39.21,18.3,30.29,10.7,88.68,16.3,45.55
"84",6001407900,"Alameda ",94619,-122.1847835,37.7884276,"Oakland",14.34,23.92,"20-25%",0.031,3.83,8.967899998,36.66,0.318,78.23,110.41,4.21,70.29,79.51,0,0,443.345988,49.29,1673.528035,81.46,0,0,12.8,53.46,0.2,35.62,0,0,0,0,33.71,4.12,25.97,84.43,87.43,2.86,7.66,11.1,38.66,2873,16.92,66.79,16.29,8.39,49.7,18.45,0,15.63,7.83,33.59,3.48,25.14,4.9,20.86,6.6,46.54,13.8,19.12,1.8,4.89,11.7,21.57
"85",6001408000,"Alameda ",94619,-122.1887608,37.805237,"Oakland",4.8,2.74,"1-5% (lowest scores)",0.031,3.83,8.845759139,33.96,0.174,57.21,198.88,7.44,36.84,33.01,0,0,453.986674,49.69,548.6532057,24.58,0,0,2.6,16.98,0.1,16.64,0,0,0,0,19.72,2.41,2.85,46.16,50.76,3.4,14.49,5.85,2.84,2700,6.19,74.04,19.78,12.48,54.67,9.26,0.44,18.55,4.59,19.23,1.99,7.01,4.6,19.29,1.3,9.46,7.3,4.72,4.7,40.6,7.2,4.74
"86",6001408100,"Alameda ",94619,-122.1574761,37.785376,"Oakland",13.61,21.99,"20-25%",0.031,3.83,8.660232422,28.4,0.141,48.89,279.58,18.63,22.8,15.34,0.15,28.69,434.1863403,48.89,1263.957459,71.21,1.1,17.49,8,40.76,0.175,30.17,1,12.45,0,0,28.71,3.51,15.17,86.33,88.21,4.73,44.77,9.14,22.23,6320,8.53,68.66,22.82,10.06,40.05,23.83,0,20.36,5.7,37.41,3.88,31.1,4.8,20.29,1.4,10.45,12.2,15.03,5.4,49.86,11.3,19.81
"87",6001408200,"Alameda ",94605,-122.1755727,37.7751005,"Oakland",23.29,45.12,"45-50%",0.032,6.38,8.74258726,31.34,0.164,54.76,110.41,4.21,77.92,87.33,0,0,437.4129944,49,436.518302,16.4,0,0,16.1,61.61,0.125,21.96,0,0,0,0,26.36,3.22,10.86,187.34,99.63,7.42,93.28,17.68,79.46,4570,9.34,79.43,11.23,15.6,18.25,51.42,0.77,5.87,8.1,69.77,7.24,79.75,8.7,36.9,1,6.27,31.6,56.38,7.2,69.13,23.3,75.11
"88",6001408300,"Alameda ",94605,-122.1645166,37.7710979,"Oakland",31.39,61.31,"60-65%",0.032,6.38,8.670631528,28.76,0.228,66.83,110.41,4.21,77.63,87.1,0,0,436.1206767,48.95,2230.553457,90.11,2.75,29.43,10.65,48.7,0.25,43.3,0,0,0,0,35.79,4.37,31.14,187.34,99.63,6.09,77.05,17.68,79.46,5047,11.55,77.43,11.02,21.93,22.51,37.19,0.12,12.88,5.37,69.25,7.18,79.25,17.1,60,5.8,42.12,25.7,45.74,12.5,93.3,12.2,24.46
"89",6001408400,"Alameda ",94605,-122.1709595,37.7646056,"Oakland",27.63,54.16,"50-55%",0.032,6.38,8.676557304,29,0.099,36.99,110.41,4.21,87.33,94.98,0,0,440.8570048,49.15,389.2543526,13.51,0,0,26.5,76.36,0.13,22.37,0,0,0,0,26.1,3.19,10.38,187.34,99.63,8.08,96.78,17.68,79.46,3201,12.4,78.01,9.59,37.8,7.44,50.3,0,1.87,2.59,83.59,8.67,95.66,19,63.01,11.1,65.98,44.5,75.4,NA,NA,35.5,96.53
"90",6001408500,"Alameda ",94621,-122.1785112,37.7604176,"Oakland",32.68,63.57,"60-65%",0.032,6.38,8.500220294,22.79,0.167,55.32,110.41,4.21,90.18,96.81,0,0,449.5659994,49.52,533.114937,23.5,3.7,34.47,30.3,79.96,0.225,39.77,0,0,0.4,14.43,32.79,4,23.52,155.95,99.18,6.13,77.8,16.35,73.11,5977,20.28,72.66,7.06,53.61,2.41,36.82,0.02,4.1,3.05,78.7,8.16,91.2,35.8,86.03,15.5,78.37,43.3,73.76,4.6,39.21,31.7,92.84
"91",6001408600,"Alameda ",94605,-122.1823031,37.7661964,"Oakland",34.61,66.94,"65-70%",0.032,6.38,8.659446631,28.33,0.154,52.08,110.41,4.21,96.33,99.77,0,0,440.9060059,49.16,475.3517228,19.08,2.7,29.12,47.35,89.24,0.15,26.67,0,0,0.8,26.16,33,4.03,24.09,157.3,99.24,8.83,98.54,15.91,70.92,7096,21.1,70.45,8.46,52.35,3.31,35.19,0.27,4.26,4.62,82.82,8.59,95.12,35.3,85.59,8.4,55.15,45.4,76.71,6.6,63.42,44.1,99.46
"92",6001408700,"Alameda ",94605,-122.1889435,37.7688611,"Oakland",33.17,64.38,"60-65%",0.031,3.83,8.764606807,31.82,0.27,73.11,110.41,4.21,90.32,96.91,0,0,429.4783427,48.61,354.9487948,11.36,3.5,33.87,53.55,91.08,0.06,8.76,0,0,1.35,39.45,34.03,4.16,26.67,156.69,99.2,6.1,77.19,15.71,70.16,7909,14.49,73.23,12.28,45.08,8.38,41.88,0,2.29,2.38,76.94,7.98,89.04,24.4,72.08,8.7,56.31,43.8,74.46,6.8,65.63,29.7,90
"93",6001408800,"Alameda ",94621,-122.1969422,37.7588039,"Oakland",61.01,96.24,"95-100% (highest scores)",0.031,3.83,8.834295471,33.65,0.321,78.43,110.41,4.21,93.49,98.94,0,0,673.3439941,57.4,722.3796788,38.1,35.6,90.43,96.75,96.41,0.705,78.52,11,86.96,8.25,87.1,55.51,6.78,83.3,194.4,99.68,8.95,98.65,21.04,90.47,7149,20.74,70.26,8.99,46.64,5.41,38.02,0,9.36,0.57,86.77,9,97.74,43,92.22,6.2,44.36,65.1,95,8.7,79.72,23.3,75.11
"94",6001408900,"Alameda ",94621,-122.1887803,37.7541816,"Oakland",52.21,90.27,"90-95%",0.032,6.38,8.604585168,26.27,0.306,77.09,110.41,4.21,85.93,94.04,0,0,1011.081319,63.9,668.7081393,33.58,56.9,96.9,60.8,92.66,1.605,91.01,1,12.45,3,63.67,49.24,6.01,68.44,194.4,99.68,6.2,79,21.04,90.47,3546,16.02,75.21,8.77,65.93,4.94,21.4,0,5.56,2.17,83.72,8.68,95.75,38.8,89.05,8.4,55.15,53.3,85.44,6.8,65.63,32.1,93.33
"95",6001409000,"Alameda ",94621,-122.2213677,37.7200105,"Oakland",63.17,97.18,"95-100% (highest scores)",0.031,3.83,8.709957218,30.14,0.562,91.76,110.41,4.21,90.23,96.87,0,0,626.422994,55.99,1717.311566,82.28,44.8,94.79,105.05,96.95,2.75,95.43,15,94.56,5.8,78.24,61.09,7.46,92.21,173.63,99.54,8.29,97.55,15.26,68.13,4687,18.33,72.97,8.7,53.53,2.01,34.95,0,4.85,4.67,81.65,8.47,94.16,31,81.33,13.7,73.37,44.7,75.72,7.3,69.98,23,74.04
"96",6001409100,"Alameda ",94603,-122.1834997,37.7323261,"Oakland",57.14,94,"90-95%",0.032,6.38,8.499141907,22.73,0.629,93.84,110.41,4.21,93.87,99.13,0,0,590.1259969,54.84,3835.04054,98.49,38.7,92.93,16.7,62.49,0.235,40.93,11,86.96,1.5,42.31,53.34,6.51,78.88,226.34,99.94,6.77,87.44,19.11,84.58,2490,13.82,77.67,8.51,59.24,1.97,27.87,0.72,4.38,5.82,84.58,8.77,96.29,34.4,84.65,NA,NA,43.8,74.46,6.2,59.38,34.2,95.53
